Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
Cameron Burgess,au AUS,Ipswich Town,DF,28,18,16,1541,0,2,0,0,1.1,0.5,2,42,4,0.0,0.12,0.06,0.03,N/a,N/a,N/a,N/a,20.0,0.12,0.00,9.6,626,80.9,5485,90.9,86.8,50.4,7,47,4,0,14,0.82,3,0.18,17,12,11,2,20,15,5,14,982,248,609,327,48,24,0,N/a,N/a,430,1002,4,0,3,0,573,6,4,1,0,44,44,22,66.7,€1.6M,0
Dan Burn,eng ENG,Newcastle Utd,DF,32,37,37,3330,1,1,11,0,2.0,0.9,12,75,14,0.03,0.03,0.05,0.02,N/a,N/a,N/a,N/a,30.4,0.19,0.04,9.7,1774,88.4,11375,89.7,94.6,60.8,9,50,9,0,27,0.73,4,0.11,39,24,36,16,36,26,10,27,2386,366,1305,959,130,52,4,75.0,25.0,1346,2798,8,1,24,3,1615,34,12,5,3,103,146,75,66.1,€8.4M,0
Wes Burns,wls WAL,Ipswich Town,FWDF,29,18,12,926,0,1,1,0,0.5,1.6,38,8,65,0.0,0.1,0.05,0.16,N/a,N/a,N/a,N/a,14.3,0.1,0.00,18.3,153,60.5,597,80.4,65.4,38.9,10,8,8,7,16,1.55,1,0.1,13,11,10,6,7,2,5,10,350,21,69,129,160,18,24,37.5,58.3,216,696,13,10,17,13,220,4,11,0,46,50,8,21,27.6,€1.3M,0
Moisés Caicedo,ec ECU,Chelsea,MFDF,22,38,38,3351,1,2,11,0,0.8,3.0,43,215,37,0.03,0.05,0.02,0.08,N/a,N/a,N/a,N/a,15.0,0.08,0.05,25.3,1967,89.7,8949,92.6,92.3,76.4,30,235,34,2,98,2.63,9,0.24,114,73,86,32,49,10,39,49,2579,95,562,1570,476,15,64,45.3,34.4,1409,3384,38,2,37,25,1780,70,58,0,10,229,35,16,68.6,€82.8M,0
Tom Cairney,sct SCO,Fulham,MF,33,25,3,628,2,0,3,1,0.8,1.1,18,53,33,0.29,0.0,0.11,0.15,N/a,N/a,N/a,N/a,36.4,0.57,0.18,20.4,569,90.7,1910,94.0,92.4,77.8,11,53,7,3,33,4.71,3,0.43,13,5,7,3,7,1,6,4,683,12,123,347,223,18,13,38.5,30.8,456,1047,17,4,6,4,553,8,19,0,20,52,5,9,35.7,€1M,0
Jens Cajuste,se SWE,Ipswich Town,MF,24,30,25,1959,1,1,2,0,0.7,0.8,26,59,20,0.05,0.05,0.03,0.04,N/a,N/a,N/a,N/a,8.3,0.05,0.08,19.7,647,82.6,2229,89.1,85.2,50.8,13,51,6,1,36,1.65,2,0.09,44,22,49,28,25,10,15,28,1017,61,286,530,217,15,53,52.8,35.8,481,1329,23,3,23,17,594,24,22,0,10,107,13,22,37.1,€15.4M,0
Riccardo Calafiori,it ITA,Arsenal,DF,22,19,11,983,2,1,4,0,0.9,0.3,22,54,29,0.18,0.09,0.08,0.03,N/a,N/a,N/a,N/a,60.0,0.55,0.20,14.1,470,85.6,1705,91.5,86.7,67.9,6,41,9,1,13,1.19,2,0.18,27,19,29,11,12,6,6,9,653,30,164,264,229,30,13,69.2,23.1,308,889,15,3,12,5,394,16,6,3,11,35,22,14,61.1,€49.3M,0
Diego Carlos,br BRA,Aston Villa,DF,31,10,8,830,0,0,1,0,0.6,0.0,3,34,0,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,25.0,0.11,0.00,6.7,534,88.6,4103,91.4,94.2,65.1,0,23,1,0,4,0.43,0,0.0,8,3,6,2,13,7,6,5,674,86,331,330,15,6,2,100.0,0.0,419,1162,3,0,1,2,481,11,1,1,0,36,11,10,52.4,€7.8M,0
Fabio Carvalho,pt POR,Brentford,FWMF,21,19,3,455,2,1,1,0,2.5,0.7,9,17,23,0.4,0.2,0.49,0.13,N/a,N/a,N/a,N/a,41.7,0.99,0.17,14.7,126,70.8,442,83.0,71.1,38.9,4,11,5,1,10,1.97,1,0.2,13,9,13,7,6,1,5,3,247,4,44,91,113,22,14,14.3,71.4,137,356,3,0,13,8,145,5,10,1,10,30,2,6,25.0,€19.6M,0
Casemiro,br BRA,Manchester Utd,MF,32,24,18,1494,1,0,5,0,1.9,2.3,4,84,28,0.06,0.0,0.11,0.14,N/a,N/a,N/a,N/a,31.3,0.6,0.03,19.5,780,78.8,4069,86.8,83.7,61.1,22,81,23,6,53,3.19,4,0.24,83,50,74,29,39,10,29,14,1250,75,374,633,251,43,6,50.0,50.0,660,934,10,0,12,10,800,20,19,4,20,103,36,19,65.5,€7.2M,0
Matty Cash,pl POL,Aston Villa,DF,26,27,24,2070,1,1,7,0,0.5,1.1,48,42,90,0.04,0.04,0.02,0.05,N/a,N/a,N/a,N/a,46.2,0.26,0.08,18.8,732,77.5,3259,89.2,78.7,49.1,10,39,10,5,25,1.09,4,0.17,56,32,43,12,22,8,14,23,1186,90,432,463,304,42,40,47.5,40.0,595,1864,38,4,20,10,654,27,20,1,40,81,20,20,50.0,€22.8M,0
Timothy Castagne,be BEL,Fulham,DF,28,24,17,1649,0,1,1,0,0.4,1.2,17,62,67,0.0,0.05,0.02,0.07,N/a,N/a,N/a,N/a,37.5,0.16,0.00,14.0,780,81.8,3910,89.8,85.9,49.3,9,51,5,3,25,1.36,3,0.16,46,29,45,19,15,6,9,22,1164,92,449,462,259,32,12,41.7,41.7,547,1044,15,2,15,5,665,15,6,1,37,57,34,35,49.3,€14.1M,0
Trevoh Chalobah,eng ENG,Crystal Palace,DF,25,12,12,1060,3,0,1,0,1.2,0.4,11,34,6,0.25,0.0,0.1,0.03,N/a,N/a,N/a,N/a,36.4,0.34,0.27,15.1,349,79.0,2195,88.7,85.2,51.2,4,27,2,1,11,0.93,0,0.0,20,16,23,11,19,9,10,19,594,66,275,276,51,14,10,60.0,20.0,278,661,9,1,4,7,317,10,15,1,7,56,22,19,53.7,€41.7M,0
Trevoh Chalobah,eng ENG,Chelsea,DF,25,13,11,910,0,1,2,0,0.8,1.2,4,37,2,0.0,0.1,0.08,0.12,N/a,N/a,N/a,N/a,28.6,0.2,0.00,11.1,609,90.0,3326,95.0,95.5,52.8,3,42,3,0,13,1.29,3,0.3,11,7,8,1,6,3,3,10,774,73,331,389,59,12,5,40.0,20.0,426,772,5,1,3,2,574,9,7,0,3,29,23,12,65.7,€41.7M,0
Conor Chaplin,eng ENG,Ipswich Town,MFFW,27,22,10,857,1,1,2,0,1.5,0.7,13,29,23,0.11,0.11,0.16,0.07,N/a,N/a,N/a,N/a,18.8,0.32,0.06,17.7,235,73.7,927,80.0,81.9,40.7,8,21,7,2,22,2.32,1,0.11,15,5,14,8,8,1,7,4,390,7,74,183,138,18,8,50.0,50.0,179,467,9,0,12,5,264,11,7,0,9,27,3,9,25.0,€9.6M,0
Federico Chiesa,it ITA,Liverpool,FW,26,6,1,108,0,0,0,0,0.3,0.2,3,3,7,0.0,0.0,0.28,0.15,N/a,N/a,N/a,N/a,40.0,1.67,0.00,20.4,27,87.1,131,94.4,75.0,100.0,2,4,1,0,6,5.0,1,0.83,1,0,2,2,1,0,1,0,46,2,10,15,21,4,2,0.0,100.0,31,58,1,1,3,4,33,3,2,0,2,6,0,4,0.0,€20.9M,0
Ben Chilwell,eng ENG,Crystal Palace,DF,27,8,1,259,1,0,1,0,0.2,0.8,5,8,15,0.35,0.0,0.08,0.26,N/a,N/a,N/a,N/a,60.0,1.04,0.20,25.4,92,73.6,497,87.3,80.0,33.3,5,7,3,0,8,2.77,0,0.0,7,6,5,4,6,2,4,6,175,10,63,76,42,3,6,33.3,50.0,68,243,2,1,4,2,68,2,3,2,7,20,3,4,42.9,€13.5M,0
Hamza Choudhury,bd BAN,Leicester City,MFDF,26,4,1,131,0,0,0,0,0.0,0.4,4,3,6,0.0,0.0,0.0,0.27,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,72,85.7,249,94.0,79.3,50.0,2,10,1,1,3,2.05,0,0.0,1,1,3,2,4,2,2,5,100,4,19,61,20,3,4,75.0,25.0,63,130,2,2,1,0,71,1,0,0,5,2,0,0,N/a,€3.9M,0
Ryan Christie,sct SCO,Bournemouth,MF,29,29,27,2117,2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,N/a,N/a,N/a,N/a,36.4,0.51,0.06,19.6,837,79.3,4269,88.2,87.9,48.8,41,118,33,5,85,3.62,9,0.38,54,33,64,37,44,11,33,30,1376,74,256,773,372,46,48,47.9,45.8,726,1773,40,8,44,25,777,43,31,1,48,182,20,28,41.7,€16.2M,0
Harry Clarke,eng ENG,Ipswich Town,DF,23,7,4,379,0,0,3,1,0.1,0.0,5,14,2,0.0,0.0,0.02,0.01,N/a,N/a,N/a,N/a,100.0,0.24,0.00,4.5,190,80.5,1226,91.6,87.5,57.5,1,21,1,0,1,0.24,0,0.0,5,3,6,3,5,4,1,4,268,18,100,122,47,2,2,50.0,50.0,118,222,7,0,4,2,163,5,1,0,5,17,10,4,71.4,€2.4M,0
Jack Clarke,eng ENG,Ipswich Town,FWMF,23,32,12,1181,0,4,2,0,1.2,2.3,39,44,57,0.0,0.3,0.09,0.17,N/a,N/a,N/a,N/a,11.8,0.15,0.00,18.9,302,76.8,1242,87.3,85.6,51.6,28,27,9,0,50,3.81,5,0.38,32,20,34,17,9,0,9,7,553,24,125,229,215,38,50,50.0,36.0,311,1217,21,12,25,22,338,15,23,3,13,75,7,18,28.0,€19.4M,0
Nathaniel Clyne,eng ENG,Crystal Palace,DFMF,33,13,5,483,0,0,1,0,0.0,0.3,6,7,8,0.0,0.0,0.0,0.06,N/a,N/a,N/a,N/a,0.0,0.0,0.00,31.4,171,76.0,1102,80.9,88.4,46.7,3,16,2,1,3,0.56,0,0.0,12,8,11,5,4,2,2,3,273,18,111,125,37,3,1,0.0,100.0,158,314,2,3,5,2,178,2,2,0,7,10,1,7,12.5,€1.1M,0
Conor Coady,eng ENG,Leicester City,DF,31,22,19,1714,1,0,3,0,0.4,0.1,3,32,0,0.05,0.0,0.02,0.0,N/a,N/a,N/a,N/a,100.0,0.11,0.50,6.9,977,91.1,6371,96.9,96.9,54.5,1,34,2,0,6,0.32,0,0.0,13,9,6,3,32,24,8,13,1210,234,689,503,20,8,2,50.0,50.0,789,1820,3,1,4,3,878,8,2,1,0,62,13,22,37.1,€1.5M,0
Séamus Coleman,ie IRL,Everton,DF,35,5,3,215,0,0,1,0,0.6,0.0,1,11,7,0.0,0.0,0.24,0.0,N/a,N/a,N/a,N/a,100.0,0.42,0.00,10.5,74,75.5,642,94.7,79.4,42.1,0,8,2,0,2,0.84,1,0.42,3,2,4,1,5,3,2,1,121,12,42,54,26,3,5,80.0,20.0,54,177,2,0,1,1,68,0,1,0,4,7,2,1,66.7,€0.7M,0
Nathan Collins,ie IRL,Brentford,DF,23,38,38,3420,2,3,5,0,2.5,1.8,32,127,18,0.05,0.08,0.07,0.05,N/a,N/a,N/a,N/a,35.3,0.16,0.12,10.7,1705,85.9,10799,87.7,92.6,60.7,10,111,7,2,30,0.79,8,0.21,40,24,36,14,77,57,20,34,2435,385,1275,1002,169,69,12,50.0,41.7,1289,4130,12,1,20,8,1490,29,31,6,8,162,117,69,62.9,€30.7M,0
Toby Collyer,eng ENG,Manchester Utd,MF,20,6,0,179,0,0,0,0,0.2,0.3,0,5,2,0.0,0.0,0.09,0.13,N/a,N/a,N/a,N/a,0.0,0.0,0.00,6.2,76,82.6,121,86.0,86.5,75.0,2,3,1,0,5,2.5,0,0.0,12,9,6,1,2,1,1,2,129,9,46,59,25,3,2,50.0,50.0,68,56,0,0,11,1,71,2,4,0,0,17,3,1,75.0,€10.7M,0
Levi Colwill,eng ENG,Chelsea,DF,21,35,35,3149,2,1,9,0,1.9,1.1,14,131,12,0.06,0.03,0.05,0.03,N/a,N/a,N/a,N/a,23.5,0.11,0.12,9.5,2338,89.3,14955,92.4,95.2,56.1,14,148,7,3,38,1.09,3,0.09,47,34,27,9,37,25,12,33,2904,383,1363,1417,140,36,12,50.0,41.7,1621,4028,12,1,14,8,2092,45,21,5,13,121,82,53,60.7,€55.9M,0
Lewis Cook,eng ENG,Bournemouth,MFDF,27,36,32,2978,1,3,8,1,0.9,4.1,33,158,52,0.03,0.09,0.03,0.12,N/a,N/a,N/a,N/a,28.6,0.12,0.07,23.4,1224,77.2,7153,85.4,85.2,45.4,48,157,26,11,89,2.69,5,0.15,81,42,67,30,30,11,19,41,1900,87,440,1010,470,20,20,65.0,35.0,825,2159,29,4,31,18,965,49,10,3,132,187,41,34,54.7,€17.6M,0
Vladimír Coufal,cz CZE,West Ham,DF,31,22,11,1067,0,0,5,0,0.3,0.7,26,39,33,0.0,0.0,0.03,0.06,N/a,N/a,N/a,N/a,28.6,0.17,0.00,15.5,470,78.6,2842,90.8,80.7,38.9,8,44,13,8,18,1.52,1,0.08,22,15,22,12,13,11,2,8,736,61,262,318,159,14,15,33.3,46.7,298,888,10,2,12,8,400,22,16,0,28,39,23,16,59.0,€4.9M,0
Woyo Coulibaly,ml MLI,Leicester City,DF,25,4,1,109,0,0,1,0,0.0,0.0,4,3,2,0.0,0.0,0.04,0.0,N/a,N/a,N/a,N/a,50.0,0.83,0.00,19.4,48,84.2,314,82.4,84.2,100.0,0,3,0,0,0,0.0,0,0.0,6,4,2,0,3,1,2,5,76,8,27,31,20,4,1,0.0,100.0,48,169,2,1,4,0,36,2,1,0,0,14,0,3,0.0,€1.9M,0
Aaron Cresswell,eng ENG,West Ham,DF,34,18,10,824,0,0,3,0,0.2,1.3,6,36,4,0.0,0.0,0.03,0.15,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.8,504,82.6,3625,92.0,88.0,54.2,9,52,5,2,15,1.64,0,0.0,11,7,11,2,9,4,5,8,687,45,270,328,94,2,2,50.0,50.0,291,526,8,0,4,0,437,4,2,0,36,36,7,7,50.0,€0.8M,0
Marc Cucurella,es ESP,Chelsea,DF,26,36,33,2988,5,1,10,1,2.8,2.1,35,118,117,0.15,0.03,0.08,0.06,N/a,N/a,N/a,N/a,45.8,0.33,0.21,16.1,1680,87.7,7598,94.0,89.4,56.1,19,121,12,3,51,1.54,5,0.15,67,45,61,29,49,16,33,28,2244,119,677,1045,532,75,15,26.7,60.0,944,2336,22,2,28,7,1385,37,38,3,31,130,32,57,36.0,€39.6M,0
Jorge Cuenca,es ESP,Fulham,DF,24,8,4,351,0,0,0,0,0.0,0.0,0,10,0,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,13.1,145,83.8,858,91.1,89.2,35.0,0,7,0,0,1,0.26,0,0.0,6,2,8,5,4,4,0,2,214,38,134,74,7,1,2,100.0,0.0,89,140,1,0,2,0,133,2,2,0,1,10,6,3,66.7,€7.8M,0
Patson Daka,zm ZAM,Leicester City,FWMF,25,23,6,736,1,0,0,0,1.3,0.1,11,8,36,0.12,0.0,0.15,0.01,N/a,N/a,N/a,N/a,26.7,0.49,0.07,14.8,106,72.1,257,80.0,73.3,100.0,1,6,1,0,10,1.23,1,0.12,19,10,18,11,7,1,6,1,252,11,46,114,97,29,15,13.3,66.7,141,321,7,6,20,12,167,15,19,3,3,18,10,28,26.3,€14.3M,0
Diogo Dalot,pt POR,Manchester Utd,DF,25,33,31,2814,0,3,5,0,2.0,2.0,62,103,168,0.0,0.1,0.07,0.07,N/a,N/a,N/a,N/a,20.0,0.16,0.00,16.1,1347,80.5,6617,89.8,81.9,55.9,26,61,25,8,74,2.37,5,0.16,68,40,52,18,22,9,13,37,1983,113,661,773,566,68,53,50.9,41.5,1126,2699,37,16,38,21,1200,40,9,4,66,167,38,21,64.4,€37.7M,0
Mikkel Damsgaard,dk DEN,Brentford,MFFW,24,38,34,2911,2,10,2,0,2.8,8.4,73,234,137,0.06,0.31,0.09,0.26,N/a,N/a,N/a,N/a,20.0,0.22,0.06,17.6,1107,72.4,7512,85.8,73.4,51.1,63,167,73,17,120,3.71,21,0.65,83,44,81,50,40,3,37,27,1883,36,331,863,713,76,97,51.5,37.1,1076,3075,54,9,63,47,1239,18,27,6,144,179,12,27,30.8,€28.6M,0
Danilo,br BRA,Nott'ham Forest,MFFW,23,8,5,275,0,0,0,0,0.0,0.0,2,11,1,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,94,77.7,549,84.6,84.8,58.3,0,13,0,0,7,2.31,2,0.66,8,4,6,3,2,1,1,4,150,8,54,85,13,0,6,50.0,50.0,54,61,0,0,6,0,87,2,0,0,3,19,1,2,33.3,€2.7M,0
Kevin Danso,at AUT,Tottenham,DF,25,10,9,842,0,0,0,0,0.4,0.1,11,19,1,0.0,0.0,0.04,0.01,N/a,N/a,N/a,N/a,42.9,0.32,0.00,16.9,480,86.5,2716,89.6,92.8,54.1,2,22,2,1,9,0.96,2,0.21,7,5,11,5,15,14,1,6,676,108,394,257,29,8,3,66.7,33.3,448,1195,5,1,8,3,475,9,13,0,1,27,21,12,63.6,€22.2M,0
Ben Davies,wls WAL,Tottenham,DF,31,17,14,1331,0,0,5,0,0.3,0.2,14,52,6,0.0,0.0,0.02,0.01,N/a,N/a,N/a,N/a,20.0,0.07,0.00,17.0,896,87.6,6614,90.1,94.5,62.1,2,47,2,0,8,0.54,0,0.0,17,11,17,8,28,19,9,12,1186,215,643,495,48,13,1,100.0,0.0,664,1824,10,0,5,0,781,17,7,0,4,41,52,44,54.2,€5.1M,0
Leif Davis,eng ENG,Ipswich Town,DF,24,33,32,2743,1,2,5,1,1.0,4.9,52,59,137,0.03,0.07,0.03,0.16,N/a,N/a,N/a,N/a,12.5,0.07,0.06,19.8,919,71.6,6353,86.2,77.8,37.1,61,33,28,12,93,3.05,4,0.13,46,27,48,18,25,8,17,25,1562,117,534,520,527,42,38,34.2,47.4,708,2073,31,11,37,16,835,27,31,5,161,113,34,23,59.6,€22.9M,0
Craig Dawson,eng ENG,Wolves,DF,34,15,10,971,0,0,2,0,0.5,0.0,6,20,5,0.0,0.0,0.05,0.0,N/a,N/a,N/a,N/a,20.0,0.09,0.00,8.5,484,86.6,3180,92.5,93.0,60.0,2,22,1,0,7,0.65,2,0.19,15,3,15,3,16,11,5,9,671,130,396,249,28,14,5,20.0,40.0,390,938,1,0,2,0,443,6,5,2,0,35,21,11,65.6,€0.5M,0
Kevin De Bruyne,be BEL,Manchester City,MFFW,33,28,19,1702,4,7,2,0,5.1,8.0,51,157,150,0.21,0.37,0.27,0.42,N/a,N/a,N/a,N/a,26.3,0.79,0.07,21.4,908,75.9,4454,85.5,77.1,56.6,57,88,59,13,113,5.97,11,0.58,17,9,23,18,8,0,8,7,1368,10,75,455,850,79,34,38.2,50.0,812,2076,51,20,26,28,1021,17,18,5,145,64,5,16,23.8,€15.9M,0
Bobby De Cordova-Reid,jm JAM,Leicester City,FW,31,23,9,744,1,2,2,0,0.8,1.2,14,15,48,0.12,0.24,0.1,0.15,N/a,N/a,N/a,N/a,42.9,0.36,0.14,25.1,145,70.4,587,81.5,73.6,33.3,6,9,5,0,13,1.57,3,0.36,9,4,14,10,6,1,5,0,272,15,49,114,109,16,10,0.0,80.0,174,389,5,6,11,10,188,9,9,4,15,29,6,14,30.0,€2.7M,0
Sepp van den Berg,nl NED,Brentford,DF,22,31,29,2586,0,0,3,0,2.0,0.8,12,79,28,0.0,0.0,0.07,0.03,N/a,N/a,N/a,N/a,30.0,0.21,0.00,10.5,1092,85.4,6135,87.8,89.7,66.4,6,64,3,1,22,0.77,2,0.07,39,24,29,10,52,38,14,21,1605,282,819,621,169,48,7,57.1,42.9,737,1974,10,1,15,7,917,23,5,1,7,97,94,77,55.0,€26.4M,0
Justin Devenny,nir NIR,Crystal Palace,MF,20,23,4,507,1,1,1,0,0.8,0.6,5,21,13,0.18,0.18,0.14,0.11,N/a,N/a,N/a,N/a,60.0,1.07,0.10,21.1,148,72.2,730,81.1,71.8,48.3,7,22,4,1,15,2.66,1,0.18,17,12,19,11,6,1,5,0,279,8,53,149,83,8,4,50.0,50.0,134,333,5,1,17,3,167,8,0,1,17,27,2,13,13.3,€8.9M,0
Kiernan Dewsbury-Hall,eng ENG,Chelsea,MFFW,25,13,2,264,0,1,0,0,0.2,1.1,5,14,11,0.0,0.34,0.08,0.36,N/a,N/a,N/a,N/a,0.0,0.0,0.00,7.8,127,83.6,319,91.5,83.9,50.0,3,12,3,0,5,1.7,1,0.34,8,5,6,2,2,0,2,2,184,5,30,96,58,6,4,50.0,50.0,95,221,1,0,1,3,138,4,6,0,2,9,0,1,0.0,€24.6M,0
Rúben Dias,pt POR,Manchester City,DF,27,27,25,2271,0,0,4,0,1.5,0.3,43,160,8,0.0,0.0,0.06,0.01,N/a,N/a,N/a,N/a,33.3,0.28,0.00,19.4,2167,93.5,12143,96.9,96.5,67.8,5,222,12,0,26,1.03,1,0.04,17,11,13,6,23,20,3,20,2499,216,837,1361,307,26,3,66.7,33.3,1775,6017,65,1,8,1,2016,12,8,0,3,78,37,34,52.1,€55.4M,0
Tyler Dibling,eng ENG,Southampton,FWMF,18,33,20,1874,2,0,6,0,2.5,1.5,69,64,96,0.1,0.0,0.12,0.07,N/a,N/a,N/a,N/a,32.1,0.43,0.07,19.3,504,81.3,1553,90.5,85.4,45.8,20,27,20,1,56,2.69,4,0.19,34,20,26,10,19,5,14,8,868,27,129,390,369,41,110,40.9,39.1,558,2215,50,26,44,55,651,30,50,2,28,80,10,25,28.6,€32M,0
Lucas Digne,fr FRA,Aston Villa,DF,31,32,28,2351,0,4,4,0,0.8,4.7,23,57,142,0.0,0.15,0.03,0.18,N/a,N/a,N/a,N/a,23.1,0.11,0.00,22.7,956,74.9,5137,88.0,78.4,40.0,36,44,30,19,66,2.53,5,0.19,65,38,66,22,23,4,19,25,1527,97,541,457,539,28,19,47.4,47.4,683,1346,14,4,17,16,820,21,16,7,140,104,37,28,56.9,€13.2M,0
Issa Diop,fr FRA,Fulham,DF,27,21,15,1339,0,0,2,0,0.5,0.1,6,25,3,0.0,0.0,0.04,0.01,N/a,N/a,N/a,N/a,40.0,0.13,0.00,10.7,663,87.5,4179,92.5,92.9,52.9,3,43,1,0,6,0.4,0,0.0,26,12,18,5,10,7,3,9,903,125,498,381,26,13,2,50.0,50.0,533,1216,2,0,9,2,617,10,4,0,1,45,20,12,62.5,€17.9M,0
Axel Disasi,fr FRA,Aston Villa,DF,26,7,5,490,0,0,2,0,0.1,0.4,10,16,5,0.0,0.0,0.02,0.07,N/a,N/a,N/a,N/a,0.0,0.0,0.00,19.5,243,86.8,1517,94.5,89.7,53.3,3,14,3,0,9,1.65,0,0.0,8,5,7,4,4,1,3,5,334,32,130,178,29,6,15,60.0,40.0,207,621,8,2,3,2,223,3,2,2,1,15,8,6,57.1,€27.5M,0
Axel Disasi,fr FRA,Chelsea,DF,26,6,4,364,1,0,1,0,0.3,0.1,6,16,2,0.25,0.0,0.07,0.02,N/a,N/a,N/a,N/a,50.0,0.25,0.50,12.3,266,90.8,1367,94.4,92.9,69.2,2,20,2,0,2,0.49,0,0.0,7,4,11,5,4,1,3,2,323,17,110,175,40,2,1,100.0,0.0,196,519,3,0,1,3,242,2,0,0,0,15,5,2,71.4,€27.5M,0
Matt Doherty,ie IRL,Wolves,DF,32,30,25,2109,2,1,6,0,1.0,1.5,29,79,41,0.09,0.04,0.04,0.07,N/a,N/a,N/a,N/a,30.0,0.13,0.20,11.4,1078,82.8,6585,90.1,87.0,61.8,12,94,15,1,25,1.07,3,0.13,38,21,25,8,28,15,13,22,1534,126,614,748,190,26,21,52.4,33.3,825,2176,20,4,11,5,982,18,11,2,22,106,56,21,72.7,€2.3M,0
Nicolás Domínguez,ar ARG,Nott'ham Forest,MFFW,26,34,23,1963,0,1,9,0,1.5,1.3,16,83,33,0.0,0.05,0.07,0.06,N/a,N/a,N/a,N/a,42.9,0.41,0.00,18.9,821,86.7,3387,91.1,89.4,61.8,13,81,11,1,38,1.74,0,0.0,86,45,76,40,38,12,26,29,1218,78,303,630,295,33,9,33.3,44.4,471,924,14,2,23,12,676,33,18,1,7,114,27,23,54.0,€18.8M,0
Patrick Dorgu,dk DEN,Manchester Utd,DF,19,12,10,842,0,0,3,1,0.4,0.7,41,34,83,0.0,0.0,0.05,0.08,N/a,N/a,N/a,N/a,20.0,0.21,0.00,16.4,400,81.0,1295,89.3,78.0,42.9,12,23,11,2,24,2.57,1,0.11,31,24,23,7,11,0,11,4,602,16,155,206,244,32,13,23.1,46.2,354,1209,17,7,12,10,399,17,28,3,39,37,15,9,62.5,€30.5M,0
Abdoulaye Doucouré,ml MLI,Everton,MF,31,33,31,2564,3,2,5,1,4.1,2.4,42,82,96,0.11,0.07,0.15,0.09,N/a,N/a,N/a,N/a,29.0,0.32,0.10,14.0,725,80.3,2254,85.7,83.2,73.3,28,44,15,0,58,2.04,3,0.11,48,28,43,29,31,6,25,10,1161,32,225,538,413,65,45,53.3,46.7,604,1396,26,8,38,38,750,49,5,10,23,150,30,44,40.5,€5.8M,0
Cheick Doucouré,ml MLI,Crystal Palace,MF,24,13,4,452,0,0,1,0,0.4,0.0,2,19,7,0.0,0.0,0.08,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,20.6,174,85.3,823,89.4,89.7,80.0,1,17,3,0,9,1.79,3,0.6,16,8,11,6,4,0,4,11,263,11,56,165,45,4,5,40.0,40.0,133,280,7,1,4,7,160,7,7,0,1,31,5,5,50.0,€24.7M,0
Flynn Downes,eng ENG,Southampton,MF,25,27,25,2151,1,0,12,0,0.6,1.1,29,66,29,0.04,0.0,0.03,0.05,N/a,N/a,N/a,N/a,30.0,0.13,0.10,18.7,1003,90.4,2893,93.1,92.1,69.8,15,62,12,0,31,1.3,2,0.08,49,25,36,21,28,9,19,32,1339,99,403,719,227,21,20,40.0,40.0,641,1826,21,4,15,17,945,50,39,0,4,83,17,17,50.0,€8.5M,0
Tommy Doyle,eng ENG,Wolves,MF,22,24,3,488,0,1,1,0,0.6,0.5,6,40,4,0.0,0.18,0.1,0.09,N/a,N/a,N/a,N/a,22.2,0.37,0.00,24.5,321,81.9,2010,94.1,89.0,65.6,7,44,3,0,17,3.13,3,0.55,11,6,15,9,11,5,6,5,463,22,128,258,80,4,9,55.6,11.1,260,578,3,0,9,4,303,5,5,0,15,43,1,6,14.3,€8.5M,0
