Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
Ayden Heaven,eng ENG,Manchester Utd,DF,17,4,2,170,0,0,1,0,0.1,0.0,1,7,1,0.0,0.0,0.07,0.01,N/a,N/a,N/a,N/a,0.0,0.0,0.00,15.5,90,84.9,458,89.7,91.1,42.9,1,4,0,0,4,2.12,0,0.0,4,3,2,0,2,2,0,4,136,30,68,60,10,2,4,50.0,50.0,95,259,1,0,3,1,93,4,4,0,0,11,2,3,40.0,€6.7M,0
Jan Paul van Hecke,nl NED,Brighton,DF,24,34,33,2958,1,1,8,1,1.3,1.5,55,228,5,0.03,0.03,0.04,0.05,N/a,N/a,N/a,N/a,29.4,0.15,0.06,13.9,2016,88.2,15217,93.5,93.2,65.6,15,226,17,4,52,1.58,3,0.09,45,29,41,18,37,22,15,24,2589,272,1094,1350,166,33,11,45.5,36.4,1715,7191,46,0,12,7,1820,25,24,0,11,131,82,50,62.1,€41.9M,0
Hwang Hee-chan,kr KOR,Wolves,MFFW,28,21,5,661,2,0,0,0,0.8,0.1,15,12,42,0.27,0.0,0.11,0.02,N/a,N/a,N/a,N/a,60.0,0.41,0.40,17.4,166,81.4,420,87.3,84.3,80.0,3,7,4,2,9,1.22,1,0.14,6,4,6,4,9,0,9,2,271,10,42,105,126,24,14,14.3,85.7,159,448,5,7,14,10,181,6,9,0,8,28,3,9,25.0,€17.6M,0
Rico Henry,eng ENG,Brentford,DF,27,5,0,99,0,0,0,0,0.0,0.0,0,4,5,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,33,67.3,195,69.0,76.5,0.0,0,4,0,0,2,1.84,1,0.92,2,2,4,4,4,1,3,1,66,6,22,29,16,1,3,0.0,66.7,30,60,1,0,3,2,27,2,2,0,2,7,2,1,66.7,€14.4M,0
James Hill,eng ENG,Bournemouth,DF,22,10,6,448,0,1,1,0,0.3,0.3,3,16,8,0.0,0.2,0.06,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.00,13.9,159,64.9,1094,76.1,77.3,36.2,3,20,6,0,8,1.61,1,0.2,15,8,11,8,5,0,5,9,319,19,99,167,54,8,2,50.0,50.0,146,295,6,0,2,0,179,7,5,0,10,13,14,12,53.8,€7.6M,0
Jack Hinshelwood,eng ENG,Brighton,MFDF,19,26,22,1842,5,2,5,0,2.7,1.5,19,68,54,0.24,0.1,0.13,0.07,N/a,N/a,N/a,N/a,55.6,0.49,0.28,12.2,870,83.2,3047,90.7,84.1,52.3,17,36,9,2,35,1.71,3,0.15,27,19,27,16,10,3,7,16,1199,50,322,560,323,35,11,18.2,72.7,590,1189,20,2,18,3,762,18,9,0,27,63,20,16,55.6,€9.2M,0
George Hirst,sct SCO,Ipswich Town,FW,25,26,5,661,3,1,3,0,2.1,0.3,9,13,31,0.41,0.14,0.29,0.05,N/a,N/a,N/a,N/a,50.0,0.95,0.21,11.3,69,56.6,188,68.1,50.0,33.3,4,1,4,0,9,1.22,3,0.41,3,3,4,3,1,1,0,2,188,12,28,61,101,28,6,33.3,50.0,101,211,2,7,21,16,161,13,12,3,3,12,32,23,58.2,€6.8M,0
Will Hughes,eng ENG,Crystal Palace,MF,29,33,24,2108,0,3,11,0,1.1,3.1,20,87,27,0.0,0.13,0.05,0.13,N/a,N/a,N/a,N/a,4.5,0.04,0.00,22.3,737,76.0,4132,88.0,82.5,37.2,33,76,15,3,67,2.86,6,0.26,66,36,62,34,31,14,17,22,1203,48,295,615,308,17,16,31.3,43.8,532,1276,24,1,21,30,659,65,31,0,71,121,19,18,51.4,€7.3M,0
Dean Huijsen,es ESP,Bournemouth,DF,19,32,26,2427,3,2,10,0,1.9,2.0,41,132,10,0.11,0.07,0.07,0.08,N/a,N/a,N/a,N/a,16.7,0.11,0.17,11.9,1355,83.4,10928,89.8,91.2,59.5,15,180,7,2,43,1.59,3,0.11,36,26,29,11,40,29,11,51,2021,254,915,971,145,30,5,40.0,60.0,1118,4349,31,0,20,1,1271,31,10,2,12,105,68,44,60.7,€56.3M,0
Igor,br BRA,Brighton,DF,26,13,10,961,0,0,4,0,0.0,0.2,9,49,1,0.0,0.0,0.0,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,14.1,671,91.9,3851,96.7,94.8,71.2,2,39,2,1,14,1.31,0,0.0,5,5,10,6,24,14,10,4,816,109,385,381,54,1,6,83.3,16.7,530,1837,14,0,1,0,606,9,6,0,4,42,8,6,57.1,N/a,0
Danny Ings,eng ENG,West Ham,FWMF,32,15,1,284,1,2,0,0,2.3,1.3,6,5,29,0.32,0.63,0.72,0.41,N/a,N/a,N/a,N/a,35.7,1.58,0.07,15.5,63,68.5,126,83.7,65.5,20.0,6,4,1,0,12,3.8,2,0.63,4,2,3,2,5,0,5,1,139,2,15,51,73,27,7,57.1,28.6,63,118,0,2,6,6,96,0,2,0,3,9,8,10,44.4,N/a,0
Tim Iroegbunam,eng ENG,Everton,MF,21,18,5,574,0,1,4,0,0.2,0.2,8,15,9,0.0,0.16,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.00,22.5,115,72.8,621,74.0,84.0,70.0,3,10,1,0,10,1.57,1,0.16,29,14,23,9,18,4,14,16,269,24,89,127,60,12,20,40.0,40.0,127,379,10,2,11,18,113,15,12,0,1,51,11,4,73.3,N/a,0
Andy Irving,sct SCO,West Ham,MF,24,10,1,166,0,0,2,0,0.1,0.2,0,9,4,0.0,0.0,0.06,0.13,N/a,N/a,N/a,N/a,50.0,1.08,0.00,26.2,109,87.9,439,95.3,83.7,100.0,1,14,1,1,5,2.68,0,0.0,7,4,5,4,5,1,4,1,150,7,37,89,24,0,1,100.0,0.0,73,137,1,0,1,3,104,6,1,0,2,10,1,1,50.0,N/a,0
Reece James,eng ENG,Chelsea,DFMF,24,19,12,1063,1,1,1,0,0.4,0.7,7,64,12,0.08,0.08,0.04,0.06,N/a,N/a,N/a,N/a,27.3,0.25,0.09,23.2,717,84.0,4375,93.3,89.3,49.1,11,80,5,1,18,1.52,3,0.25,10,9,9,6,14,6,8,13,952,43,267,516,176,7,17,41.2,35.3,486,822,4,1,7,9,607,8,11,0,43,66,23,9,71.9,€0.2M,0
Vitaly Janelt,de GER,Brentford,MF,26,32,27,2254,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,N/a,N/a,N/a,N/a,28.6,0.16,0.07,17.7,872,82.5,4279,90.6,85.4,55.9,14,78,23,7,32,1.28,3,0.12,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,12,25.0,58.3,651,1278,18,3,16,10,814,24,15,1,30,107,19,11,63.3,€18.6M,0
Daniel Jebbison,ca CAN,Bournemouth,FW,20,16,0,119,1,0,1,0,1.0,0.2,4,3,16,0.76,0.0,0.75,0.15,N/a,N/a,N/a,N/a,40.0,1.51,0.20,10.6,33,78.6,44,91.3,60.0,50.0,3,1,1,0,6,4.54,0,0.0,5,3,6,2,2,1,1,1,78,3,10,25,44,14,7,57.1,42.9,44,95,2,5,13,5,47,2,4,0,3,10,2,10,16.7,€7.6M,0
Mathias Jensen,dk DEN,Brentford,MF,28,24,8,862,0,2,2,0,0.2,1.7,6,61,27,0.0,0.21,0.03,0.17,N/a,N/a,N/a,N/a,16.7,0.1,0.00,23.1,363,74.7,2465,88.1,77.3,54.4,16,42,19,3,41,4.28,5,0.52,14,10,16,8,15,4,11,8,573,27,126,243,207,9,17,52.9,35.3,300,598,12,0,9,7,350,7,10,0,33,48,8,5,61.5,€14.7M,0
Gabriel Jesus,br BRA,Arsenal,FW,27,17,6,608,3,0,4,0,3.0,0.7,15,19,57,0.44,0.0,0.44,0.1,N/a,N/a,N/a,N/a,35.0,1.04,0.15,11.1,156,76.8,378,80.5,87.2,66.7,8,10,9,1,18,2.66,4,0.59,10,6,9,5,10,1,9,4,299,9,28,108,165,48,22,40.9,45.5,179,432,6,11,13,13,217,14,10,9,7,28,9,18,33.3,€45.6M,0
Joelinton,br BRA,Newcastle Utd,MFFW,27,29,29,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,N/a,N/a,N/a,N/a,28.9,0.49,0.09,14.0,863,82.7,3384,87.7,86.6,60.0,23,80,17,2,61,2.29,9,0.34,57,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,26,9,39,53,934,58,35,7,16,149,59,46,56.2,€45.7M,0
Ben Johnson,eng ENG,Ipswich Town,DFFW,24,23,14,1354,1,2,5,1,1.1,1.3,16,27,33,0.07,0.13,0.07,0.09,N/a,N/a,N/a,N/a,42.9,0.2,0.14,12.6,298,71.6,2045,86.3,74.8,49.0,12,22,3,2,24,1.6,5,0.33,38,22,41,21,22,5,17,13,626,60,246,220,163,12,24,33.3,58.3,259,585,12,3,23,17,292,27,6,1,37,57,19,18,51.4,€9.2M,0
Sam Johnstone,eng ENG,Wolves,GK,31,7,7,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.43,61.5,0.0,0.0,N/a,0.0,N/a,N/a,184,66.2,4270,96.9,97.6,45.0,1,6,0,0,2,0.29,0,0.0,0,0,1,1,0,0,0,0,306,229,304,2,0,0,0,N/a,N/a,196,756,0,0,0,0,179,0,0,0,0,9,4,0,100.0,€7.9M,0
Curtis Jones,eng ENG,Liverpool,MFDF,23,33,19,1712,3,3,3,1,4.3,1.1,30,117,79,0.16,0.16,0.23,0.06,N/a,N/a,N/a,N/a,38.2,0.68,0.09,17.1,1021,93.1,3158,96.5,92.3,75.5,22,84,19,1,52,2.74,8,0.42,39,22,27,10,22,9,13,7,1288,41,220,683,393,58,22,54.5,36.4,789,1892,23,8,26,36,967,18,25,1,8,97,14,13,51.9,€50.1M,0
Jorginho,it ITA,Arsenal,MF,32,15,9,704,0,0,5,0,0.1,0.4,12,48,6,0.0,0.0,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.2,411,86.7,1609,91.5,88.4,58.3,3,44,10,0,12,1.54,0,0.0,12,4,20,12,3,0,3,7,522,9,93,304,131,3,4,25.0,50.0,302,874,13,0,12,9,389,15,17,0,1,55,1,6,14.3,€2.6M,0
Diogo Jota,pt POR,Liverpool,FW,27,26,14,1196,6,3,2,0,7.9,1.8,37,34,88,0.45,0.23,0.6,0.14,N/a,N/a,N/a,N/a,25.5,0.98,0.12,12.4,216,69.7,829,76.9,76.0,56.5,11,29,3,1,37,2.79,9,0.68,14,8,19,12,9,0,9,8,485,6,35,198,259,97,33,33.3,60.6,263,796,23,21,40,22,333,23,14,1,8,41,22,32,40.7,€49.8M,0
James Justin,eng ENG,Leicester City,DF,26,36,34,2912,2,2,6,0,1.5,0.8,39,91,96,0.06,0.06,0.05,0.03,N/a,N/a,N/a,N/a,24.0,0.19,0.08,16.2,1205,78.2,5922,87.0,84.8,35.3,14,76,23,8,33,1.02,2,0.06,58,37,55,23,48,17,31,46,1948,151,692,881,387,38,30,30.0,43.3,866,1788,27,4,31,15,1077,29,44,2,57,88,69,55,55.6,€16.4M,0
Filip Jørgensen,dk DEN,Chelsea,GK,22,6,6,540,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.50,71.4,16.7,0.0,N/a,0.0,N/a,N/a,158,83.6,1649,100.0,97.5,27.5,0,1,0,0,1,0.17,0,0.0,0,0,0,0,0,0,0,0,202,174,201,1,0,0,0,N/a,N/a,145,423,0,0,0,0,139,1,1,0,0,5,0,0,N/a,€22.6M,0
Ferdi Kadioglu,tr TUR,Brighton,DFMF,24,6,5,385,1,0,1,0,0.4,0.2,1,15,27,0.23,0.0,0.1,0.04,N/a,N/a,N/a,N/a,25.0,0.23,0.25,15.1,144,82.3,698,89.0,82.4,64.3,5,10,9,4,13,3.03,2,0.47,10,6,15,9,2,2,0,8,231,13,71,91,72,9,7,42.9,42.9,124,183,0,0,6,2,144,5,3,1,9,14,3,1,75.0,€37.4M,0
Daichi Kamada,jp JPN,Crystal Palace,MF,27,34,15,1564,0,0,4,1,1.1,1.9,25,89,56,0.0,0.0,0.06,0.11,N/a,N/a,N/a,N/a,20.0,0.23,0.00,20.3,603,80.2,2644,88.1,83.2,61.3,20,48,14,3,52,2.99,3,0.17,47,29,41,27,22,5,17,18,937,19,208,496,240,32,19,36.8,47.4,485,1121,19,6,16,20,600,28,21,2,31,89,4,13,23.5,€11.3M,0
Boubacar Kamara,fr FRA,Aston Villa,MF,24,26,20,1726,1,0,2,0,0.8,0.9,19,85,7,0.05,0.0,0.04,0.05,N/a,N/a,N/a,N/a,30.0,0.16,0.10,19.6,825,88.6,4037,92.7,91.5,54.8,11,91,10,0,27,1.41,2,0.1,50,21,56,27,19,7,12,19,1113,95,344,637,141,12,27,33.3,33.3,591,1370,13,2,12,17,754,30,35,0,1,87,21,26,44.7,€50.3M,0
Michael Kayode,it ITA,Brentford,DF,20,12,6,528,0,1,2,0,0.2,1.2,12,12,24,0.0,0.17,0.04,0.21,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.8,184,76.3,961,87.1,78.8,48.6,8,12,3,2,19,3.24,3,0.51,17,11,13,4,3,0,3,7,313,23,101,121,97,13,18,50.0,44.4,144,500,7,3,13,3,143,8,3,0,10,34,9,4,69.2,€30.4M,0
Michael Keane,eng ENG,Everton,DF,31,14,11,1049,3,0,5,0,0.6,0.1,1,14,3,0.26,0.0,0.05,0.01,N/a,N/a,N/a,N/a,40.0,0.34,0.30,13.2,312,82.8,2396,88.9,91.3,75.3,2,21,0,0,6,0.51,0,0.0,12,9,15,7,14,10,4,16,513,106,295,198,22,17,1,0.0,100.0,229,290,1,0,2,2,286,9,0,0,1,26,26,20,56.5,€2.4M,0
Caoimhín Kelleher,ie IRL,Liverpool,GK,25,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.20,67.6,40.0,100.0,N/a,0.0,N/a,N/a,289,75.7,3968,100.0,100.0,31.9,0,6,0,0,3,0.3,1,0.1,0,0,0,0,0,0,0,0,398,286,396,2,0,0,1,100.0,0.0,290,616,0,0,1,0,275,0,3,0,0,18,1,0,100.0,€24.9M,0
Lloyd Kelly,eng ENG,Newcastle Utd,DF,25,10,4,303,0,1,2,0,0.4,0.5,0,9,5,0.0,0.3,0.12,0.14,N/a,N/a,N/a,N/a,0.0,0.0,0.00,7.3,146,80.7,867,87.7,89.7,41.7,2,6,1,1,2,0.59,1,0.3,5,4,1,0,6,4,2,1,215,26,105,94,19,4,3,66.7,33.3,120,202,2,0,3,2,129,5,5,1,1,19,6,2,75.0,€19.4M,0
Milos Kerkez,hu HUN,Bournemouth,DF,20,38,38,3336,2,5,4,0,0.6,3.9,106,159,197,0.05,0.13,0.02,0.1,N/a,N/a,N/a,N/a,26.3,0.13,0.11,20.2,1346,75.8,6878,89.8,78.0,38.5,35,87,41,27,83,2.24,9,0.24,52,26,38,14,38,11,27,45,2158,112,552,900,731,69,48,45.8,33.3,1094,3711,73,16,49,22,1196,30,50,3,142,169,28,49,36.4,€68.7M,0
Bilal El Khannouss,ma MAR,Leicester City,MFFW,20,32,27,2182,2,3,4,0,1.3,4.6,73,128,89,0.08,0.12,0.05,0.19,N/a,N/a,N/a,N/a,23.3,0.29,0.07,22.0,798,75.1,4123,85.7,80.3,59.4,42,89,31,6,78,3.22,7,0.29,50,30,32,15,22,4,18,6,1268,18,183,655,445,35,60,56.7,38.3,732,2038,45,12,38,38,851,30,13,1,89,92,19,24,44.2,€40.6M,0
Abdukodir Khusanov,uz UZB,Manchester City,DF,20,6,6,503,0,0,1,0,0.0,0.1,1,25,2,0.0,0.0,0.0,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.9,360,91.1,1976,94.7,97.0,26.1,2,23,0,0,5,0.89,0,0.0,5,4,3,1,5,4,1,3,445,45,205,211,31,1,2,0.0,100.0,274,435,1,0,2,1,332,3,3,0,1,27,6,4,60.0,€48.4M,0
Max Kilman,eng ENG,West Ham,DF,27,38,38,3348,0,1,5,0,1.6,1.2,31,113,6,0.0,0.03,0.04,0.03,N/a,N/a,N/a,N/a,15.4,0.05,0.00,8.9,1697,86.7,10820,91.9,93.0,56.6,16,109,4,0,32,0.86,5,0.13,39,24,27,4,58,40,18,38,2374,464,1317,962,113,32,22,72.7,9.1,1270,3185,14,2,17,4,1581,23,13,2,4,146,113,55,67.3,€39.3M,0
Joshua King,eng ENG,Fulham,MF,17,8,1,130,0,0,0,0,0.3,0.4,3,9,16,0.0,0.0,0.22,0.3,N/a,N/a,N/a,N/a,0.0,0.0,0.00,9.0,54,84.4,172,90.6,87.5,75.0,3,5,2,0,8,5.54,2,1.38,7,5,3,3,3,0,3,1,87,2,12,31,46,10,8,50.0,50.0,44,138,4,0,1,6,60,3,2,0,2,5,1,2,33.3,€16.1M,0
Antonín Kinský,cz CZE,Tottenham,GK,21,6,6,540,0,0,0,0,0.0,0.1,1,1,0,0.0,0.0,0.0,0.01,1.83,65.6,16.7,N/a,N/a,0.0,N/a,N/a,167,77.0,2480,100.0,97.0,45.8,1,2,0,0,1,0.17,0,0.0,3,1,1,0,0,0,0,0,237,205,234,3,0,0,0,N/a,N/a,144,491,0,0,0,0,126,0,0,0,0,6,2,0,100.0,€20M,0
Jakub Kiwior,pl POL,Arsenal,DF,24,17,10,1122,1,0,1,0,0.2,0.3,5,48,1,0.08,0.0,0.01,0.03,N/a,N/a,N/a,N/a,33.3,0.08,0.33,18.5,673,91.4,3392,94.6,95.2,56.6,5,65,3,0,8,0.64,0,0.0,22,8,15,4,13,8,5,6,846,100,281,494,72,5,5,60.0,40.0,492,1037,7,1,3,2,615,10,4,1,2,31,11,13,45.8,€25.4M,0
Ibrahima Konaté,fr FRA,Liverpool,DF,25,31,30,2560,1,2,5,0,1.7,1.0,25,115,3,0.04,0.07,0.06,0.03,N/a,N/a,N/a,N/a,15.8,0.11,0.05,10.5,1718,90.2,10824,93.8,95.0,55.0,10,143,9,0,31,1.09,7,0.25,40,26,35,10,29,15,14,17,2185,223,928,1145,119,23,6,50.0,33.3,1290,3603,15,0,8,2,1576,27,20,0,0,98,74,29,71.8,€57.2M,0
Ezri Konsa,eng ENG,Aston Villa,DF,26,34,33,2936,2,0,1,0,1.3,0.4,24,90,11,0.06,0.0,0.04,0.01,N/a,N/a,N/a,N/a,45.5,0.15,0.18,8.8,1555,92.9,8781,96.7,95.6,65.3,6,106,2,0,24,0.74,3,0.09,34,18,25,5,20,11,9,24,1915,250,883,934,107,22,18,44.4,38.9,1132,3008,15,2,17,10,1338,9,47,1,5,97,31,23,57.4,€44.3M,0
Mateo Kovačić,hr CRO,Manchester City,MF,30,31,25,2198,6,2,5,1,1.9,3.6,56,164,16,0.25,0.08,0.08,0.15,N/a,N/a,N/a,N/a,26.7,0.49,0.13,22.9,1742,92.6,7278,95.0,95.5,65.7,33,206,30,0,73,2.99,8,0.33,69,38,65,34,20,0,20,24,2123,53,318,1199,627,17,41,53.7,26.8,1445,3961,78,3,19,29,1729,24,26,0,0,114,10,9,52.6,€15.6M,0
Emil Krafth,se SWE,Newcastle Utd,DF,29,12,2,342,0,0,2,0,0.0,0.1,5,8,3,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,14.6,124,78.5,786,81.1,85.5,58.3,1,6,1,0,3,0.79,0,0.0,4,2,3,1,5,4,1,2,199,34,100,73,28,4,1,0.0,100.0,82,175,6,0,2,2,98,5,2,0,2,19,8,8,50.0,€1.5M,0
Maxence Lacroix,fr FRA,Crystal Palace,DF,24,35,35,3116,1,1,5,0,3.4,1.0,8,65,7,0.03,0.03,0.1,0.03,N/a,N/a,N/a,N/a,16.7,0.14,0.03,10.8,1207,81.7,9717,85.4,90.6,54.6,8,71,4,2,28,0.81,4,0.12,68,41,47,15,48,22,26,54,1934,362,1184,672,85,45,14,57.1,28.6,1030,2203,6,0,21,6,1136,34,19,1,7,130,60,50,54.5,€25.8M,0
Adam Lallana,eng ENG,Southampton,MF,36,14,5,361,0,2,4,0,0.2,0.9,6,24,10,0.0,0.5,0.04,0.23,N/a,N/a,N/a,N/a,0.0,0.0,0.00,18.1,221,85.0,980,89.1,91.0,44.4,4,21,9,3,9,2.24,2,0.5,8,5,12,10,4,1,3,5,318,19,91,155,73,6,12,41.7,41.7,178,366,8,0,10,6,245,8,8,0,4,19,2,2,50.0,N/a,0
Tariq Lamptey,gh GHA,Brighton,DF,23,15,10,860,2,2,0,0,0.4,0.8,32,14,45,0.21,0.21,0.04,0.08,N/a,N/a,N/a,N/a,33.3,0.21,0.33,18.5,335,81.1,1326,93.0,79.0,47.5,5,12,6,5,17,1.78,3,0.31,17,11,25,16,15,7,8,7,535,29,161,224,154,11,31,32.3,58.1,292,1034,17,3,11,5,302,15,10,0,28,39,1,14,6.7,€13.6M,0
Roméo Lavia,be BEL,Chelsea,MF,20,16,11,797,0,1,4,0,0.3,0.7,3,31,7,0.0,0.11,0.03,0.08,N/a,N/a,N/a,N/a,0.0,0.0,0.00,18.8,389,91.7,1692,91.8,94.8,84.0,7,49,3,0,14,1.58,2,0.23,22,13,21,11,6,0,6,16,493,17,109,319,71,1,16,62.5,37.5,295,567,9,0,3,7,359,16,7,0,0,40,12,6,66.7,€54.6M,0
Mario Lemina,ga GAB,Wolves,MFDF,30,17,15,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,493,80.4,2966,85.0,87.7,61.1,10,43,13,4,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,12,2,21,11,482,17,8,4,10,73,25,16,61.0,€5.2M,0
Jefferson Lerma,co COL,Crystal Palace,MFDF,29,33,26,2274,0,1,9,0,1.1,1.6,13,97,26,0.0,0.04,0.04,0.06,N/a,N/a,N/a,N/a,30.8,0.32,0.00,19.8,844,75.3,5135,86.4,81.9,44.4,10,87,18,2,47,1.86,3,0.12,35,17,36,17,38,18,20,42,1406,124,469,703,244,29,13,53.8,30.8,649,1100,11,0,15,18,803,35,39,0,12,154,41,39,51.3,€12.8M,0
Rico Lewis,eng ENG,Manchester City,DFMF,19,28,21,1893,1,2,5,1,1.4,0.3,39,107,78,0.05,0.1,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.1,0.10,15.8,1201,91.5,3228,94.6,94.0,63.6,7,92,14,0,31,1.47,3,0.14,30,19,21,8,28,7,21,13,1477,53,289,727,477,46,21,42.9,52.4,865,2155,41,8,20,19,1061,12,34,0,6,95,6,14,30.0,€55.9M,0
Keane Lewis-Potter,eng ENG,Brentford,DFFW,23,38,36,3093,1,3,7,0,3.1,3.2,98,98,156,0.03,0.09,0.09,0.09,N/a,N/a,N/a,N/a,50.0,0.41,0.04,20.2,982,77.1,5025,90.0,78.6,48.6,26,69,47,18,71,2.07,8,0.23,49,27,50,19,28,10,18,21,1613,102,504,625,505,74,101,40.6,49.5,868,3211,69,35,51,20,966,18,31,4,78,146,27,35,43.5,€29.1M,0
Myles Lewis-Skelly,eng ENG,Arsenal,DF,17,23,15,1369,1,0,3,2,0.2,0.4,37,71,37,0.07,0.0,0.01,0.03,N/a,N/a,N/a,N/a,33.3,0.07,0.33,14.7,708,91.2,2307,96.1,91.8,58.3,8,66,10,2,29,1.91,0,0.0,22,14,11,1,4,1,3,7,905,28,178,476,265,17,28,42.9,32.1,526,1663,26,7,13,9,616,11,47,0,10,53,11,10,52.4,€45.5M,0
Matthijs de Ligt,nl NED,Manchester Utd,DF,24,29,25,2123,2,0,3,0,2.5,0.3,7,55,6,0.08,0.0,0.1,0.01,N/a,N/a,N/a,N/a,50.0,0.38,0.11,7.9,1241,89.9,5955,94.2,94.4,49.1,6,63,2,1,14,0.59,1,0.04,30,22,32,9,29,21,8,33,1608,184,828,731,56,29,4,50.0,50.0,1078,2225,3,0,5,3,1158,16,12,2,6,68,58,29,66.7,€47.2M,0
Victor Lindelöf,se SWE,Manchester Utd,DF,30,16,6,704,0,0,1,0,0.0,0.1,5,26,4,0.0,0.0,0.0,0.01,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,362,93.8,1912,94.5,96.3,76.9,3,17,2,1,4,0.51,0,0.0,7,2,4,1,6,4,2,8,452,60,243,187,24,3,0,N/a,N/a,263,553,4,0,1,1,313,8,1,0,1,29,17,15,53.1,€7.2M,0
Jesper Lindstrøm,dk DEN,Everton,FW,24,25,15,1239,0,1,2,0,2.1,2.0,30,25,81,0.0,0.07,0.15,0.15,N/a,N/a,N/a,N/a,35.7,0.73,0.00,21.0,297,69.4,1335,86.2,65.7,44.6,19,18,12,7,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,19,7,31,24,347,15,10,1,71,70,6,12,33.3,€11.4M,0
Valentino Livramento,eng ENG,Newcastle Utd,DF,21,37,32,2840,0,1,1,0,0.3,2.6,83,158,119,0.0,0.03,0.01,0.08,N/a,N/a,N/a,N/a,33.3,0.06,0.00,19.7,1403,85.4,6686,90.6,87.0,59.3,25,108,28,6,45,1.43,2,0.06,54,36,59,27,37,11,26,23,1964,119,619,894,482,41,56,44.6,41.1,1023,3316,42,13,32,39,1144,6,35,2,52,189,27,35,43.5,€48.4M,0
Sean Longstaff,eng ENG,Newcastle Utd,MF,26,25,8,798,0,0,2,0,0.6,0.2,4,40,22,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.11,0.00,13.5,295,84.5,1175,87.0,92.5,68.2,4,26,1,0,14,1.58,2,0.23,27,16,27,9,17,5,12,7,434,24,123,193,121,21,7,28.6,57.1,248,429,10,2,9,7,308,9,6,0,5,31,7,7,50.0,€18.3M,0
Saša Lukić,rs SRB,Fulham,MF,27,30,28,2344,0,2,12,0,1.2,2.7,39,98,33,0.0,0.08,0.04,0.11,N/a,N/a,N/a,N/a,11.1,0.08,0.00,20.2,1100,87.3,4635,91.9,91.6,70.5,26,104,17,7,55,2.11,4,0.15,68,39,55,32,20,7,13,28,1493,57,332,843,331,21,17,47.1,29.4,825,2190,40,4,23,8,963,66,26,0,62,109,19,25,43.2,€12.1M,0
