Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
Will Hughes,eng ENG,Crystal Palace,MF,29,33,24,2108,0,3,11,0,1.1,3.1,20,87,27,0.0,0.13,0.05,0.13,N/a,N/a,N/a,N/a,4.5,0.04,0.00,22.3,737,76.0,4132,88.0,82.5,37.2,33,76,15,3,67,2.86,6,0.26,66,36,62,34,31,14,17,22,1203,48,295,615,308,17,16,31.3,43.8,532,1276,24,1,21,30,659,65,31,0,71,121,19,18,51.4,€7.3M,4
Dean Huijsen,es ESP,Bournemouth,DF,19,32,26,2427,3,2,10,0,1.9,2.0,41,132,10,0.11,0.07,0.07,0.08,N/a,N/a,N/a,N/a,16.7,0.11,0.17,11.9,1355,83.4,10928,89.8,91.2,59.5,15,180,7,2,43,1.59,3,0.11,36,26,29,11,40,29,11,51,2021,254,915,971,145,30,5,40.0,60.0,1118,4349,31,0,20,1,1271,31,10,2,12,105,68,44,60.7,€56.3M,4
Vitaly Janelt,de GER,Brentford,MF,26,32,27,2254,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,N/a,N/a,N/a,N/a,28.6,0.16,0.07,17.7,872,82.5,4279,90.6,85.4,55.9,14,78,23,7,32,1.28,3,0.12,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,12,25.0,58.3,651,1278,18,3,16,10,814,24,15,1,30,107,19,11,63.3,€18.6M,4
Joelinton,br BRA,Newcastle Utd,MFFW,27,29,29,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,N/a,N/a,N/a,N/a,28.9,0.49,0.09,14.0,863,82.7,3384,87.7,86.6,60.0,23,80,17,2,61,2.29,9,0.34,57,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,26,9,39,53,934,58,35,7,16,149,59,46,56.2,€45.7M,4
Curtis Jones,eng ENG,Liverpool,MFDF,23,33,19,1712,3,3,3,1,4.3,1.1,30,117,79,0.16,0.16,0.23,0.06,N/a,N/a,N/a,N/a,38.2,0.68,0.09,17.1,1021,93.1,3158,96.5,92.3,75.5,22,84,19,1,52,2.74,8,0.42,39,22,27,10,22,9,13,7,1288,41,220,683,393,58,22,54.5,36.4,789,1892,23,8,26,36,967,18,25,1,8,97,14,13,51.9,€50.1M,4
James Justin,eng ENG,Leicester City,DF,26,36,34,2912,2,2,6,0,1.5,0.8,39,91,96,0.06,0.06,0.05,0.03,N/a,N/a,N/a,N/a,24.0,0.19,0.08,16.2,1205,78.2,5922,87.0,84.8,35.3,14,76,23,8,33,1.02,2,0.06,58,37,55,23,48,17,31,46,1948,151,692,881,387,38,30,30.0,43.3,866,1788,27,4,31,15,1077,29,44,2,57,88,69,55,55.6,€16.4M,4
Daichi Kamada,jp JPN,Crystal Palace,MF,27,34,15,1564,0,0,4,1,1.1,1.9,25,89,56,0.0,0.0,0.06,0.11,N/a,N/a,N/a,N/a,20.0,0.23,0.00,20.3,603,80.2,2644,88.1,83.2,61.3,20,48,14,3,52,2.99,3,0.17,47,29,41,27,22,5,17,18,937,19,208,496,240,32,19,36.8,47.4,485,1121,19,6,16,20,600,28,21,2,31,89,4,13,23.5,€11.3M,4
Boubacar Kamara,fr FRA,Aston Villa,MF,24,26,20,1726,1,0,2,0,0.8,0.9,19,85,7,0.05,0.0,0.04,0.05,N/a,N/a,N/a,N/a,30.0,0.16,0.10,19.6,825,88.6,4037,92.7,91.5,54.8,11,91,10,0,27,1.41,2,0.1,50,21,56,27,19,7,12,19,1113,95,344,637,141,12,27,33.3,33.3,591,1370,13,2,12,17,754,30,35,0,1,87,21,26,44.7,€50.3M,4
Bilal El Khannouss,ma MAR,Leicester City,MFFW,20,32,27,2182,2,3,4,0,1.3,4.6,73,128,89,0.08,0.12,0.05,0.19,N/a,N/a,N/a,N/a,23.3,0.29,0.07,22.0,798,75.1,4123,85.7,80.3,59.4,42,89,31,6,78,3.22,7,0.29,50,30,32,15,22,4,18,6,1268,18,183,655,445,35,60,56.7,38.3,732,2038,45,12,38,38,851,30,13,1,89,92,19,24,44.2,€40.6M,4
Max Kilman,eng ENG,West Ham,DF,27,38,38,3348,0,1,5,0,1.6,1.2,31,113,6,0.0,0.03,0.04,0.03,N/a,N/a,N/a,N/a,15.4,0.05,0.00,8.9,1697,86.7,10820,91.9,93.0,56.6,16,109,4,0,32,0.86,5,0.13,39,24,27,4,58,40,18,38,2374,464,1317,962,113,32,22,72.7,9.1,1270,3185,14,2,17,4,1581,23,13,2,4,146,113,55,67.3,€39.3M,4
Ibrahima Konaté,fr FRA,Liverpool,DF,25,31,30,2560,1,2,5,0,1.7,1.0,25,115,3,0.04,0.07,0.06,0.03,N/a,N/a,N/a,N/a,15.8,0.11,0.05,10.5,1718,90.2,10824,93.8,95.0,55.0,10,143,9,0,31,1.09,7,0.25,40,26,35,10,29,15,14,17,2185,223,928,1145,119,23,6,50.0,33.3,1290,3603,15,0,8,2,1576,27,20,0,0,98,74,29,71.8,€57.2M,4
Ezri Konsa,eng ENG,Aston Villa,DF,26,34,33,2936,2,0,1,0,1.3,0.4,24,90,11,0.06,0.0,0.04,0.01,N/a,N/a,N/a,N/a,45.5,0.15,0.18,8.8,1555,92.9,8781,96.7,95.6,65.3,6,106,2,0,24,0.74,3,0.09,34,18,25,5,20,11,9,24,1915,250,883,934,107,22,18,44.4,38.9,1132,3008,15,2,17,10,1338,9,47,1,5,97,31,23,57.4,€44.3M,4
Mateo Kovačić,hr CRO,Manchester City,MF,30,31,25,2198,6,2,5,1,1.9,3.6,56,164,16,0.25,0.08,0.08,0.15,N/a,N/a,N/a,N/a,26.7,0.49,0.13,22.9,1742,92.6,7278,95.0,95.5,65.7,33,206,30,0,73,2.99,8,0.33,69,38,65,34,20,0,20,24,2123,53,318,1199,627,17,41,53.7,26.8,1445,3961,78,3,19,29,1729,24,26,0,0,114,10,9,52.6,€15.6M,4
Maxence Lacroix,fr FRA,Crystal Palace,DF,24,35,35,3116,1,1,5,0,3.4,1.0,8,65,7,0.03,0.03,0.1,0.03,N/a,N/a,N/a,N/a,16.7,0.14,0.03,10.8,1207,81.7,9717,85.4,90.6,54.6,8,71,4,2,28,0.81,4,0.12,68,41,47,15,48,22,26,54,1934,362,1184,672,85,45,14,57.1,28.6,1030,2203,6,0,21,6,1136,34,19,1,7,130,60,50,54.5,€25.8M,4
Jefferson Lerma,co COL,Crystal Palace,MFDF,29,33,26,2274,0,1,9,0,1.1,1.6,13,97,26,0.0,0.04,0.04,0.06,N/a,N/a,N/a,N/a,30.8,0.32,0.00,19.8,844,75.3,5135,86.4,81.9,44.4,10,87,18,2,47,1.86,3,0.12,35,17,36,17,38,18,20,42,1406,124,469,703,244,29,13,53.8,30.8,649,1100,11,0,15,18,803,35,39,0,12,154,41,39,51.3,€12.8M,4
Rico Lewis,eng ENG,Manchester City,DFMF,19,28,21,1893,1,2,5,1,1.4,0.3,39,107,78,0.05,0.1,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.1,0.10,15.8,1201,91.5,3228,94.6,94.0,63.6,7,92,14,0,31,1.47,3,0.14,30,19,21,8,28,7,21,13,1477,53,289,727,477,46,21,42.9,52.4,865,2155,41,8,20,19,1061,12,34,0,6,95,6,14,30.0,€55.9M,4
Matthijs de Ligt,nl NED,Manchester Utd,DF,24,29,25,2123,2,0,3,0,2.5,0.3,7,55,6,0.08,0.0,0.1,0.01,N/a,N/a,N/a,N/a,50.0,0.38,0.11,7.9,1241,89.9,5955,94.2,94.4,49.1,6,63,2,1,14,0.59,1,0.04,30,22,32,9,29,21,8,33,1608,184,828,731,56,29,4,50.0,50.0,1078,2225,3,0,5,3,1158,16,12,2,6,68,58,29,66.7,€47.2M,4
Valentino Livramento,eng ENG,Newcastle Utd,DF,21,37,32,2840,0,1,1,0,0.3,2.6,83,158,119,0.0,0.03,0.01,0.08,N/a,N/a,N/a,N/a,33.3,0.06,0.00,19.7,1403,85.4,6686,90.6,87.0,59.3,25,108,28,6,45,1.43,2,0.06,54,36,59,27,37,11,26,23,1964,119,619,894,482,41,56,44.6,41.1,1023,3316,42,13,32,39,1144,6,35,2,52,189,27,35,43.5,€48.4M,4
Saša Lukić,rs SRB,Fulham,MF,27,30,28,2344,0,2,12,0,1.2,2.7,39,98,33,0.0,0.08,0.04,0.11,N/a,N/a,N/a,N/a,11.1,0.08,0.00,20.2,1100,87.3,4635,91.9,91.6,70.5,26,104,17,7,55,2.11,4,0.15,68,39,55,32,20,7,13,28,1493,57,332,843,331,21,17,47.1,29.4,825,2190,40,4,23,8,963,66,26,0,62,109,19,25,43.2,€12.1M,4
Alexis Mac Allister,ar ARG,Liverpool,MF,25,35,30,2599,5,5,6,0,2.8,4.7,36,177,80,0.17,0.17,0.1,0.16,N/a,N/a,N/a,N/a,34.2,0.45,0.13,18.1,1273,83.5,5748,90.3,88.4,55.6,45,122,35,2,120,4.15,15,0.52,95,58,104,49,61,6,55,22,1860,56,284,960,637,60,42,38.1,50.0,915,2018,43,5,31,22,1228,62,40,2,86,148,19,34,35.8,€117M,4
Gabriel Magalhães,br BRA,Arsenal,DF,26,28,28,2363,3,1,4,0,2.6,0.9,10,126,11,0.11,0.04,0.1,0.03,N/a,N/a,N/a,N/a,22.7,0.19,0.14,9.5,1480,90.2,7938,96.9,94.2,53.9,13,145,8,0,35,1.33,6,0.23,25,15,16,4,42,29,13,16,1873,189,672,985,225,40,5,80.0,20.0,1116,2669,22,0,9,2,1366,19,19,0,9,63,53,37,58.9,€66.5M,4
Harry Maguire,eng ENG,Manchester Utd,DF,31,27,19,1758,1,0,7,0,1.8,0.6,7,51,7,0.05,0.0,0.09,0.03,N/a,N/a,N/a,N/a,40.0,0.31,0.07,8.2,965,85.5,6236,90.3,91.0,57.6,9,48,4,0,20,1.02,0,0.0,30,15,23,6,15,12,3,40,1328,147,652,616,76,44,5,40.0,60.0,782,2056,9,3,10,2,856,18,11,2,4,68,64,25,71.9,€13.8M,4
Kobbie Mainoo,eng ENG,Manchester Utd,MF,19,25,19,1651,0,0,5,0,0.7,1.6,22,65,47,0.0,0.0,0.04,0.09,N/a,N/a,N/a,N/a,13.3,0.11,0.00,20.5,723,86.5,2346,92.2,87.7,68.9,14,50,12,1,34,1.85,3,0.16,46,29,40,16,16,2,14,19,1061,25,197,587,287,36,50,46.0,50.0,652,1222,17,10,36,36,760,27,21,3,7,88,19,31,38.0,€62.7M,4
Lisandro Martínez,ar ARG,Manchester Utd,DF,26,20,20,1751,2,1,7,0,1.3,1.1,23,117,7,0.1,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.31,0.12,15.9,1200,89.4,7055,94.2,93.0,55.2,9,91,18,2,26,1.34,2,0.1,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,2,1,3,1069,22,7,0,9,81,16,13,55.2,€49.2M,4
Pape Matar Sarr,sn SEN,Tottenham,MF,21,36,22,1913,3,2,6,0,3.7,1.6,33,88,53,0.14,0.09,0.17,0.08,N/a,N/a,N/a,N/a,38.2,0.61,0.09,20.9,889,86.4,3128,90.8,89.9,72.6,15,85,12,2,45,2.12,7,0.33,49,36,25,13,26,10,16,30,1253,47,274,699,302,28,30,36.7,53.3,772,1918,37,5,29,22,872,34,35,2,14,115,34,45,43.0,€45.2M,4
Konstantinos Mavropanos,gr GRE,West Ham,DF,26,33,21,2045,0,0,6,1,1.5,0.5,17,61,2,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,27.8,0.22,0.00,14.8,1092,86.3,7277,91.4,92.8,58.0,5,64,4,1,16,0.7,0,0.0,35,24,27,11,25,18,7,40,1532,244,806,671,63,24,17,52.9,29.4,864,2292,10,1,12,0,1008,17,16,3,2,77,57,25,69.5,€18.1M,4
Noussair Mazraoui,ma MAR,Manchester Utd,DF,26,37,34,2838,0,1,3,0,0.7,1.5,42,115,58,0.0,0.03,0.02,0.05,N/a,N/a,N/a,N/a,23.1,0.1,0.00,20.6,1526,85.7,8056,91.3,89.1,56.2,20,125,20,5,56,1.78,1,0.03,115,68,94,35,36,9,27,34,2139,167,839,976,349,30,48,54.2,37.5,1172,2884,32,3,25,17,1289,38,25,4,23,149,50,30,62.5,€45.3M,4
John McGinn,sct SCO,Aston Villa,MFFW,29,34,27,2223,1,4,7,0,3.1,3.5,32,103,87,0.04,0.16,0.13,0.14,N/a,N/a,N/a,N/a,16.1,0.2,0.03,17.0,699,81.9,3243,91.6,85.8,57.7,31,70,29,8,76,3.08,8,0.32,33,24,31,18,22,2,20,14,1072,31,164,558,361,58,47,42.6,27.7,581,1270,17,7,37,29,744,43,69,3,60,100,17,12,58.6,€21.6M,4
Nikola Milenković,rs SRB,Nott'ham Forest,DF,26,37,37,3330,5,2,4,0,4.0,1.1,3,51,6,0.14,0.05,0.11,0.03,N/a,N/a,N/a,N/a,27.6,0.22,0.17,11.6,850,82.3,6325,88.1,88.3,61.7,9,53,2,0,21,0.57,3,0.08,51,29,34,7,41,24,17,27,1412,257,775,552,89,64,1,100.0,0.0,547,1116,3,2,4,2,727,20,5,2,0,85,101,39,72.1,€40.6M,4
Tyrick Mitchell,eng ENG,Crystal Palace,DF,24,37,37,3092,0,5,2,0,1.3,6.4,63,70,171,0.0,0.15,0.04,0.19,N/a,N/a,N/a,N/a,25.0,0.09,0.00,12.8,976,72.0,5986,84.8,74.8,41.5,41,51,33,16,72,2.1,7,0.2,91,55,46,21,68,12,56,19,1754,114,622,671,475,43,38,42.1,44.7,820,1771,36,9,38,30,902,23,25,2,105,168,20,21,48.8,€28M,4
Sam Morsy,eg EGY,Ipswich Town,MF,32,33,31,2751,1,1,10,0,0.4,1.2,22,120,13,0.03,0.03,0.01,0.04,N/a,N/a,N/a,N/a,23.1,0.1,0.08,27.2,1249,86.4,5579,92.9,91.9,56.8,24,149,17,4,51,1.67,2,0.07,68,41,62,35,34,13,21,29,1683,97,498,953,248,6,29,58.6,31.0,852,2101,24,3,17,13,1137,48,27,0,15,157,18,24,42.9,€1.3M,4
Murillo,br BRA,Nott'ham Forest,DF,22,36,36,3188,2,0,6,0,1.4,1.2,22,115,5,0.06,0.0,0.04,0.03,N/a,N/a,N/a,N/a,24.0,0.17,0.08,21.9,1138,78.5,10645,90.1,87.8,49.2,13,139,13,1,44,1.24,2,0.06,53,36,46,19,69,45,24,36,1918,421,989,840,105,24,37,73.0,27.0,821,2531,25,1,19,10,989,27,6,0,14,142,44,22,66.7,€65.2M,4
Vitaliy Mykolenko,ua UKR,Everton,DF,25,35,35,3082,1,2,4,0,0.5,2.6,33,110,99,0.03,0.06,0.01,0.08,N/a,N/a,N/a,N/a,7.1,0.03,0.07,20.6,986,74.6,6579,89.3,73.8,45.1,24,102,40,24,43,1.26,4,0.12,63,38,56,27,25,10,15,44,1678,125,525,713,452,32,20,40.0,45.0,697,1506,28,1,23,11,860,22,34,3,101,88,47,37,56.0,€30.4M,4
Wilfred Ndidi,ng NGA,Leicester City,MF,27,28,28,2324,0,5,8,0,2.0,1.9,18,70,75,0.0,0.19,0.08,0.07,N/a,N/a,N/a,N/a,36.4,0.31,0.00,13.9,839,80.3,3031,87.4,82.2,53.4,17,68,11,3,31,1.2,4,0.15,85,51,61,31,47,19,28,31,1400,119,461,699,253,61,33,39.4,54.5,670,1101,23,2,37,33,834,39,18,3,30,127,61,59,50.8,€20.4M,4
Matheus Nunes,pt POR,Manchester City,DFMF,25,26,19,1674,1,6,4,0,1.2,4.4,63,79,175,0.05,0.32,0.07,0.23,N/a,N/a,N/a,N/a,44.4,0.22,0.11,19.0,1065,86.3,2994,91.9,86.9,65.4,23,53,26,7,46,2.47,8,0.43,35,22,38,22,17,4,13,15,1416,47,251,560,614,62,41,46.3,34.1,866,2315,37,24,32,13,1013,30,20,6,45,70,14,19,42.4,€42.3M,4
Christian Nørgaard,dk DEN,Brentford,MF,30,34,34,2819,5,4,8,1,4.3,1.3,14,154,42,0.16,0.13,0.14,0.04,N/a,N/a,N/a,N/a,38.5,0.48,0.13,14.3,1164,81.6,6409,87.4,85.0,59.4,18,137,27,4,58,1.85,13,0.42,79,49,81,33,52,20,32,49,1802,176,613,855,350,57,14,50.0,35.7,826,1391,16,4,34,20,1075,44,28,1,17,193,49,30,62.0,€10.7M,4
Dara O'Shea,ie IRL,Ipswich Town,DF,25,35,35,3122,0,2,6,0,1.3,0.5,3,80,8,0.0,0.06,0.04,0.01,N/a,N/a,N/a,N/a,9.1,0.06,0.00,13.6,1234,78.2,10549,87.2,85.6,49.3,3,89,4,1,24,0.69,4,0.12,49,31,34,12,62,50,12,33,2022,393,1169,730,129,51,2,50.0,50.0,897,2069,2,0,12,4,1162,21,26,3,8,110,114,85,57.3,€21.8M,4
Amadou Onana,be BEL,Aston Villa,MF,22,26,20,1617,3,0,4,0,2.1,0.7,29,75,16,0.17,0.0,0.12,0.04,N/a,N/a,N/a,N/a,35.3,0.33,0.18,14.7,703,87.7,2897,92.9,89.2,70.8,10,69,12,2,32,1.78,4,0.22,55,30,29,13,16,7,9,26,998,71,269,586,159,23,20,70.0,15.0,553,1577,25,1,11,9,671,32,30,0,2,72,32,21,60.4,€48.7M,4
Emerson Palmieri,it ITA,West Ham,DF,29,31,26,2113,2,1,5,0,2.0,1.5,47,66,83,0.09,0.04,0.08,0.06,N/a,N/a,N/a,N/a,43.8,0.3,0.13,19.0,861,79.9,4549,89.7,81.3,42.2,16,51,13,5,41,1.75,2,0.09,60,31,48,21,32,8,24,21,1325,82,422,559,359,28,30,33.3,56.7,555,1737,25,9,24,7,747,25,13,0,64,84,18,20,47.4,€10.7M,4
Lucas Paquetá,br BRA,West Ham,MFFW,26,33,27,2380,4,0,10,0,5.3,3.1,26,155,85,0.15,0.0,0.2,0.12,N/a,N/a,N/a,N/a,7.7,0.11,0.05,19.5,1126,77.3,6014,84.3,78.7,64.7,36,132,44,4,82,3.1,6,0.23,66,37,55,28,29,4,25,18,1796,62,367,989,454,59,47,44.7,44.7,921,1416,34,2,54,51,1268,53,62,6,29,149,48,57,45.7,€73.5M,4
Thomas Partey,gh GHA,Arsenal,MFDF,31,35,31,2797,4,2,4,0,2.3,2.1,36,185,48,0.13,0.06,0.07,0.07,N/a,N/a,N/a,N/a,34.6,0.29,0.15,19.2,1678,87.4,7155,92.8,88.9,63.6,20,168,33,2,62,2.0,13,0.42,89,53,76,30,29,9,20,35,2193,74,457,1214,534,33,35,68.6,25.7,1256,3691,42,3,24,17,1561,45,31,1,12,138,28,27,50.9,€14.7M,4
Ethan Pinnock,jm JAM,Brentford,DF,31,22,21,1913,2,0,2,0,1.1,1.2,3,41,9,0.09,0.0,0.05,0.05,N/a,N/a,N/a,N/a,60.0,0.28,0.20,11.1,924,85.6,6094,94.2,89.4,57.9,8,48,4,1,21,0.99,0,0.0,35,19,24,11,29,18,11,24,1348,294,783,457,109,24,9,33.3,66.7,633,1633,4,0,2,4,760,8,4,0,9,50,63,43,59.4,€7.6M,4
Jacob Ramsey,eng ENG,Aston Villa,FWMF,23,29,19,1623,1,3,4,1,1.6,2.3,61,68,114,0.06,0.17,0.09,0.13,N/a,N/a,N/a,N/a,21.1,0.22,0.05,16.8,497,84.8,1578,91.3,83.6,75.0,21,31,21,1,51,2.83,8,0.44,30,15,20,10,23,4,19,8,762,12,146,272,359,74,46,54.3,28.3,496,1766,31,21,42,23,577,13,28,5,12,83,7,13,35.0,€45.8M,4
Andrew Robertson,sct SCO,Liverpool,DF,30,33,29,2482,0,1,3,1,1.2,4.6,64,176,108,0.0,0.04,0.04,0.17,N/a,N/a,N/a,N/a,13.3,0.07,0.00,14.9,1559,82.7,8406,94.3,86.3,46.4,40,150,31,17,80,2.9,4,0.14,39,22,51,20,10,4,6,21,2083,92,538,940,620,53,18,38.9,55.6,1107,2849,52,6,25,13,1398,11,8,3,147,105,7,14,33.3,€20.6M,4
Cristian Romero,ar ARG,Tottenham,DF,26,18,18,1416,1,0,3,0,1.6,0.6,12,71,3,0.06,0.0,0.1,0.04,N/a,N/a,N/a,N/a,50.0,0.51,0.06,9.1,1094,89.5,8197,91.4,94.7,63.5,7,109,8,1,20,1.27,4,0.25,35,29,30,9,18,3,15,21,1377,157,594,720,74,23,4,25.0,50.0,896,2893,18,0,10,5,936,14,12,2,3,90,41,27,60.3,€51.3M,4
William Saliba,fr FRA,Arsenal,DF,23,35,35,3039,2,0,2,1,2.3,0.9,16,138,6,0.06,0.0,0.07,0.03,N/a,N/a,N/a,N/a,33.3,0.06,0.33,5.4,2413,94.3,12540,95.8,96.1,79.9,7,180,6,0,27,0.8,1,0.03,62,37,28,7,25,15,10,21,2824,190,1127,1571,142,18,19,63.2,31.6,1756,4154,17,1,19,8,2137,28,17,1,3,154,61,36,62.9,€79.5M,4
Fabian Schär,ch SUI,Newcastle Utd,DF,32,34,33,2934,4,0,9,1,3.7,0.4,18,118,22,0.12,0.0,0.11,0.01,N/a,N/a,N/a,N/a,27.5,0.34,0.10,19.8,1654,83.7,12752,92.3,92.9,51.2,5,161,13,0,37,1.13,4,0.12,36,21,35,21,38,25,13,45,2319,266,1178,991,162,42,13,61.5,23.1,1438,3744,27,2,12,6,1609,35,15,4,13,134,56,71,44.1,€7.5M,4
Nélson Semedo,pt POR,Wolves,DF,30,34,32,2886,0,4,8,0,0.9,2.8,67,80,119,0.0,0.12,0.03,0.09,N/a,N/a,N/a,N/a,38.9,0.22,0.00,23.9,1096,80.8,5130,91.6,83.5,46.1,25,70,28,13,60,1.87,6,0.19,62,36,57,23,32,10,22,23,1717,123,483,788,467,27,71,45.1,43.7,901,2688,41,10,42,21,995,48,30,4,63,139,28,42,40.0,€4M,4
Emile Smith Rowe,eng ENG,Fulham,MF,24,34,25,2043,6,3,3,0,4.5,1.4,53,126,127,0.26,0.13,0.2,0.06,N/a,N/a,N/a,N/a,29.7,0.48,0.16,16.0,922,90.1,2429,92.6,94.8,72.4,24,80,15,1,73,3.22,12,0.53,31,18,24,16,22,2,20,11,1223,20,166,591,476,60,35,45.7,45.7,779,1932,40,12,36,18,940,19,14,4,16,75,6,20,23.1,€35.8M,4
Boubakary Soumaré,fr FRA,Leicester City,MF,25,31,25,2171,0,0,8,0,0.3,0.4,34,105,23,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.4,1073,87.0,4336,91.9,87.9,70.0,11,95,16,3,35,1.45,3,0.12,37,20,33,12,22,10,12,27,1441,73,386,903,166,18,45,60.0,31.1,847,2011,19,4,24,22,1013,24,23,0,10,140,21,11,65.6,€15.3M,4
Djed Spence,eng ENG,Tottenham,DF,23,25,19,1792,1,2,4,1,0.6,1.8,59,105,70,0.05,0.1,0.03,0.09,N/a,N/a,N/a,N/a,30.0,0.15,0.10,23.9,992,85.4,4261,94.1,85.8,47.8,11,78,18,8,29,1.46,5,0.25,47,34,30,7,28,9,19,21,1428,81,500,641,309,25,76,50.0,40.8,794,2481,44,7,28,33,872,21,23,2,25,109,21,14,60.0,€19.2M,4
James Tarkowski,eng ENG,Everton,DF,31,33,33,2922,1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,N/a,N/a,N/a,N/a,26.7,0.12,0.07,8.4,1045,81.0,8229,84.5,91.9,62.7,16,83,11,0,38,1.17,4,0.12,64,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,10,0,13,7,927,35,28,2,1,98,102,33,75.6,€15.5M,4
Kenny Tete,nl NED,Fulham,DF,28,22,21,1774,0,2,5,0,1.4,0.9,34,63,54,0.0,0.1,0.07,0.05,N/a,N/a,N/a,N/a,8.3,0.1,0.00,15.5,772,80.8,4026,91.4,80.7,56.5,9,65,13,6,36,1.83,4,0.2,56,38,38,15,31,12,19,32,1205,79,402,484,329,37,20,45.0,30.0,611,1336,21,7,17,10,695,35,16,1,38,74,24,22,52.2,€16.4M,4
Youri Tielemans,be BEL,Aston Villa,MF,27,36,35,3026,3,7,4,0,3.3,7.0,39,235,48,0.09,0.21,0.1,0.21,N/a,N/a,N/a,N/a,30.0,0.36,0.08,20.1,1694,82.2,10244,89.8,87.3,54.1,60,229,38,4,122,3.63,12,0.36,84,58,73,33,38,16,22,23,2385,103,479,1366,565,45,61,50.8,31.1,1288,2551,26,9,31,29,1667,41,56,0,119,145,22,18,55.0,€43.3M,4
Jurriën Timber,nl NED,Arsenal,DF,23,30,27,2417,1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.15,0.07,14.1,1194,85.6,4642,91.0,86.0,52.9,17,107,17,2,52,1.94,9,0.34,58,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,27,11,33,24,1052,31,29,6,28,94,22,20,52.4,€68.1M,4
Jean-Clair Todibo,fr FRA,West Ham,DF,24,27,20,1825,0,0,3,0,0.4,0.0,9,38,5,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,12.8,951,87.9,5965,93.9,94.4,44.0,2,44,1,0,5,0.25,0,0.0,47,28,36,10,25,13,12,26,1297,165,716,543,47,11,16,56.3,43.8,760,1602,5,0,14,11,890,16,6,0,3,79,28,26,51.9,N/a,4
Sandro Tonali,it ITA,Newcastle Utd,MF,24,36,28,2630,4,2,5,0,4.4,2.2,37,128,53,0.14,0.07,0.15,0.07,N/a,N/a,N/a,N/a,34.3,0.41,0.11,19.6,1285,83.7,5348,90.2,87.2,63.1,28,104,30,5,78,2.67,9,0.31,51,32,51,26,34,11,23,34,1818,64,406,991,450,45,37,54.1,37.8,979,2334,40,6,30,23,1257,37,49,2,54,177,12,12,50.0,€52.1M,4
Pau Torres,es ESP,Aston Villa,DF,27,24,23,2020,0,0,2,0,0.5,0.1,40,97,8,0.0,0.0,0.02,0.01,N/a,N/a,N/a,N/a,25.0,0.09,0.00,11.7,1217,88.9,7907,95.2,93.5,53.4,3,110,8,0,14,0.62,2,0.09,21,15,17,7,16,11,5,10,1518,237,701,726,97,17,17,88.2,11.8,965,4176,27,0,6,5,1090,8,7,0,3,62,18,29,38.3,€62.6K,4
Kieran Trippier,eng ENG,Newcastle Utd,DF,33,25,14,1309,0,3,1,0,0.1,1.4,26,117,58,0.0,0.21,0.01,0.1,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.6,1036,82.5,6130,94.5,85.7,48.3,22,70,22,2,54,3.71,6,0.41,38,21,36,14,11,3,8,12,1388,50,375,616,406,13,8,50.0,50.0,609,1224,14,4,11,8,847,16,11,2,82,68,22,15,59.5,€4.5M,4
